,PC1,PC2,PC3,PC4,PC5,Class Attruibute
0,3.260141468046621,-2.0190525003728896,-0.5008326619253173,0.3763857338466863,1.0649104942358174,1
1,2.52289713966878,-1.183668307620578,1.0488612085906346,0.2301191971868825,0.30021540276898667,1
2,1.417242644600415,-1.0476560127969397,1.4196876048094202,-0.30384611641229625,0.13972359392995637,1
3,0.17074520121121517,-1.3516702322867695,-0.220118584497522,-0.07066710162334248,0.07108355812624238,1
4,-0.003488732829990846,-1.3377649357584551,-0.8564430361906958,0.49751818075686716,0.2467170788309875,1
5,0.30085095681004104,-1.1708749563745486,-1.1407793755625273,0.6488042661699603,0.09290439727461984,1
6,0.7704312038166091,-0.9917159936583999,-0.6480968439914999,0.8890649889614238,-0.14034832008301037,1
7,0.4926709893435964,-1.204590244249971,-0.5591176535993689,0.22949254989200865,-0.11912872784907094,1
8,1.3154886477953773,-0.9490428469386857,-1.0229612025883357,0.843504289689412,-0.47410544790213116,1
9,-0.3921584332929015,-0.7166705601013373,-0.23056769543882155,0.4752960645277102,0.06094719620508558,1
10,-1.4165390336267893,-0.9344247629879262,-0.20622690234107421,0.13456281549909155,0.002150486601729445,1
11,-1.4164915962028137,-0.7239594051783169,-0.4163074502719186,-0.08341171381088824,-0.40253656325280895,1
12,-1.1548129677324162,-0.2845672194928759,-0.2464442857947836,0.3463479418484104,-0.36855246193104946,1
13,-1.6418598067558046,-0.4661548837411534,0.24206442311358142,0.39502704269277883,-0.1706412610173459,1
14,-1.7699690251138263,-0.5061719497183701,0.07355711402259532,0.3262608630241273,-0.08337876761889002,1
15,-1.7404893996021686,-0.17529597811091877,0.04236130754685535,0.5819538633919021,0.04699314073539247,1
16,-2.475978973925764,-0.5611273015584658,-0.7794807323114072,-0.4471188484007128,0.0736118131603671,1
17,3.161151528234587,-0.8746987501935419,0.7891276115237496,-1.2396862378915152,-1.1732797696864985,1
18,2.324609197440845,-0.6023135011531275,0.5489969936380054,-0.8177531448851206,-1.3889257871405967,1
19,1.621657374495466,-0.27996239525735284,0.8037390489630049,-0.44637355160513437,-0.7215450548546408,1
20,2.074448107116941,-0.6012616333528514,-0.588381748556245,-0.44762146858704926,-0.9851952101347912,1
21,1.4094877034728486,-0.73230027391714,0.053756546294368227,0.17420426752820564,-0.6046640491792854,1
22,0.9413468006519047,-0.6450582895405813,0.04087604525991356,0.47536053460699407,-0.2501525349934112,1
23,0.7537650654592365,-0.8411726964120332,-0.47097291768378613,0.8292912839974257,-0.17154909944126873,1
24,-0.4581537522482258,-0.2324718513391433,-0.18464548865442443,1.7842845476887226,0.21588222647728572,1
25,-0.6482647329122863,-0.5037091070513486,-0.982602381884054,0.867294075603396,-0.30614144337645877,1
26,-1.4372752765528234,-0.6010186090313445,-0.8583181560458293,-0.4654751956012667,-0.19545628040393587,1
27,-1.6107232198259844,-0.30503995103880727,0.2329686998089906,-0.13952901793373282,-0.028268469768078716,1
28,-1.4830724069257128,-0.5698555217003914,-0.07847092671791231,-0.4608599118460982,-0.2027913215423411,1
29,-1.4338393543950134,-0.30391650789593944,0.32467889391346055,-0.06824200421576875,-0.1461255078555073,1
30,-1.0819281219986054,-0.5396341177673307,-0.17586275483481426,-0.03626858980594623,-0.44819012366216066,1
31,-1.696482465131987,-0.8266411853610679,-0.28923385619603376,-0.7476039525236277,-0.054071912021887554,1
32,-2.515047679960432,-0.6934458133571111,-0.2607027403365722,-0.7946684189255856,0.416393844917834,1
