,PC1,PC2,PC3,Class Attruibute
0,-0.5170059039592079,-2.2879021812719884,0.5741026300113398,1
1,-0.5689448571491481,-2.2382543328025912,0.5862283624885494,1
2,-0.5469206969614172,-2.257404136907939,0.18314836665125583,1
3,-0.5555906116560017,-2.235917939239691,0.1857664539896132,1
4,-0.5301539716671246,-2.2808781591147915,0.1764865863918898,1
5,-0.522257166296657,-2.287040926850495,0.15742261989211084,1
6,-0.5826201255751019,-2.183737319161513,0.20332449134179562,1
7,-0.5840664713717671,-2.1905921043222496,0.18234429985307476,1
8,-0.610850341846328,-2.161845508487608,-0.07115191926360524,1
9,-0.5908739268154383,-2.2112655901675904,-0.4034886272200604,1
10,-0.637907799817306,-2.1647028897594582,-0.5832284002945617,1
11,-0.6758203735898951,-2.100410984624867,-0.7340698377321929,1
12,-0.6696199842346006,-2.1335048110488617,-0.7643051779961761,1
13,-0.6573807359556583,-2.1209131639107492,-0.7406723792021104,1
14,-0.6729545719176734,-2.1095082181433633,-0.7462603677379448,1
15,-0.6668078627010675,-2.12272413665879,-0.7548329687690368,1
16,-0.6572021542720758,-2.146929466700111,-0.7626187742112182,1
17,-0.6812589583173178,-2.1117585503258125,-0.9288711342118978,1
18,-0.7054842695531617,-2.085554036459274,-1.113115375499389,1
19,1.322611557294071,-0.033005698353128436,0.6897381756425188,2
20,2.064077621265896,-0.11973787804579529,-0.25216386878398556,2
21,8.24917897027802,-0.28071821367388056,0.7572770315857488,2
22,5.988550932280793,1.9465326121877846,-1.1533810846926267,2
23,3.6319074013747543,0.3070261261458606,-1.032996771813932,2
24,0.5501099522454179,-0.8088268349399608,-1.2474277609876039,2
25,7.553093275130965,1.7710308121183294,-4.412618081307998,2
26,2.215094502012414,0.6267114434587369,-3.4225365690352976,2
27,-0.11457826087453492,-1.6499860924927103,0.7808121486993191,2
28,-0.1421737234351289,-1.7031916609228688,0.7572436782798364,2
29,-0.1621957298666438,-1.827773410846287,0.834104994029558,2
30,-0.19301278111583092,-1.8340265031204417,0.8539927377624044,2
31,0.08351254211556061,-1.4012873358129598,0.7224003152976005,2
32,1.2871792205941996,-1.1122548460663715,1.2509810649330313,2
33,1.7056689419628395,-0.7096309800492825,0.7960628400013634,2
34,7.476354543572802,-1.09626968826667,5.471507149090171,2
35,-1.0665780798991995,1.2345559376951067,-0.7115728546878688,3
36,-1.2264677495271188,1.2024276721772564,-0.516850272147359,3
37,-1.1882036271451974,1.1805254887319445,-0.305382882963076,3
38,-1.0964988035231806,1.1033715041403211,-0.3374086556884153,3
39,-1.1177736474937494,1.0937246577216253,-0.3615202380084805,3
40,-1.0939447568809995,1.014274961634254,-0.3278250545806206,3
41,-1.0988154180560004,1.0208346703839508,-0.33253220779819914,3
42,-1.2638967896311675,1.090004787747317,-0.3250606040343547,3
43,-1.1304359909949282,0.9832232945334277,0.6573149004128912,3
44,-1.1445404329576945,0.9671956311755274,0.6239869798184866,3
45,-1.058629092211908,0.8781079202269106,0.5878476744466321,3
46,-1.2044262285582255,1.0437115967203832,0.6947468840832828,3
47,-1.047654562527225,0.8830957145844803,0.5547918787915602,3
48,-1.0924025551216787,0.9510384556714807,0.6328827787256333,3
49,-1.1018405495501018,0.9826399866263408,1.0158524001256204,3
50,-1.0087876915024194,0.8613944145903791,0.9567596299603828,3
51,-1.0667688874260148,0.9158707269291637,0.37996245662085215,3
52,-1.101081473635441,1.0141245203527274,0.018401599609377785,3
53,-1.2374402013374168,1.0915575224952514,-0.13994366621543783,3
54,-1.1475728825020353,1.0520888630154102,-0.15191547196782618,3
55,-0.5258686697857765,4.629870649968105,1.2652356793913058,3
56,0.9509795728331961,4.239781102501072,1.2629768017980998,3
57,-1.7525009588628455,4.724002818217724,-0.5466272253845265,3
58,-0.9403782350816726,3.6462404937948985,2.4187000562310286,3
59,-0.3494977127674315,1.2468758974868814,0.11965103987467632,3
60,-0.5434724726371343,1.1666556219122477,-0.11446237460490968,3
61,-0.6148761776033163,1.248062795947677,-0.28472933975910547,3
62,-0.5605046553303202,1.3133686561960427,-0.475645562858995,3
63,-0.612061095751048,1.3500953400880369,-0.45027006545153725,3
64,-0.5831819340680086,1.2768269574140594,-0.41516412086921295,3
65,-0.6859248347668582,1.286319683356444,-0.4037081909228906,3
66,-0.7567240053670878,1.3387922364280727,-0.3646394460283507,3
67,-0.4138875815086428,1.325592024172874,-0.6630573731002053,3
