,PC1,PC2,Class Attruibute
0,0.862141615591187,-0.7213415354115529,1
1,0.4978048060460531,-0.48696292635034893,1
2,0.4871052893703444,-0.5346196591715938,1
3,0.23885533209688706,-0.09653723626272301,1
4,0.8121494041882117,-0.9262925541127599,1
5,0.6889004784551691,-0.723363233203474,1
6,0.44737838882736947,-0.4169124620878124,1
7,0.3579943788790197,-0.5583788685583481,1
8,0.14472651682534096,-0.515736459008852,1
9,-0.6470901370626959,0.42898644126536767,1
10,-0.9799303922777214,0.5302968433310907,1
11,-1.1379108747570028,0.903364822152533,1
12,-1.8466191533042962,1.679807645970843,1
13,-1.1940172415866004,0.9464648387169458,1
14,-0.7854746761916471,0.3622884028100603,1
15,-0.916925507615149,0.4876485669547561,1
16,-1.2327029843872472,0.9690165897833944,1
17,0.6041760255347969,-0.885893722372973,1
18,0.7133957755419909,-1.1170870035168503,1
19,0.3256879447273745,-0.07138336831832506,1
20,0.450270880830533,-0.398511675059376,1
21,0.3011433608659531,-0.3050050809302842,1
22,0.46685360913956536,-0.4740819866618305,1
23,0.2642570228936208,-0.2410760554375027,1
24,0.20843574361564587,-0.05693382690829397,1
25,-0.24038638394090397,0.4795481939862822,1
26,0.18698715452867973,-0.3286970336171888,1
27,-0.31627412802089006,0.10357517960521687,1
28,-0.7775650211212268,0.4708965433645209,1
29,-0.845593016325671,0.5336303843892778,1
30,-1.2587911463898493,1.0455020115992404,1
31,-0.9690161693691751,0.7167026551280582,1
32,-0.6880723628478718,0.22883397704364397,1
33,-0.8204322493877662,0.43631729397794466,1
34,-1.0276609176480305,0.7716643285115398,1
35,-0.9991795964512987,0.5426367437175738,1
36,-2.090257133186921,1.3921269433075967,1
37,-0.8309064582655443,-0.3028929208058929,1
38,-1.3606270824590758,0.6380350380726433,1
39,-1.2980434063951551,0.3602270896287762,1
40,-1.2920031010318864,0.5187689604055443,1
41,-1.320862109256746,0.5100829202915296,1
42,-0.816583719823382,-0.2007909585968142,1
43,-0.28945701290993814,-0.4777125378391094,1
44,-0.01990199720189171,-0.6239169335599327,1
45,0.1908841756410652,-0.5802333877645517,1
46,0.39050149154712127,-0.8565353074542709,1
47,0.9084449734290626,-1.6444707489015635,1
48,0.19412815123631708,-0.6286730644318134,1
49,0.13505992880932627,-0.7030057217451856,1
50,0.6077683527376612,-1.3427311792739152,1
51,0.4312838141786146,-1.1155645979221098,1
52,1.388167201683736,-2.056643606787186,1
53,0.9160173380099135,-1.429507626877736,1
54,14.907672548207003,5.519789000813658,2
55,-2.398299965190059,2.039986255999333,2
56,-1.5354469526600376,1.6886404500410854,2
57,0.1904515335489779,6.114559741002852,2
58,3.5542233204797724,6.379468937033714,2
59,1.3564127033955842,4.604037379265257,2
60,0.6812436429056733,-0.5255774940293844,3
61,0.6908391953814519,-0.6711990844364952,3
62,0.4954496779393827,-0.3062684219202168,3
63,0.3945569560540137,-0.15507775739003757,3
64,0.6203665522892723,-0.43006139844028657,3
65,0.2414198201146335,-0.1737444240773012,3
66,-0.17870515694792113,0.40867788185300513,3
67,-0.9189763279489915,1.0367114413473186,3
68,-0.4429083151553118,0.23963169641208118,3
69,-0.361616998640041,-0.005416822973815417,3
70,-0.9809244694305821,0.9916148636436878,3
71,-0.7269318091944537,0.6928884690998657,3
72,-1.4390508960683066,1.5061625245848937,3
73,-1.1904167089736741,1.093229178911777,3
74,-1.1944304717272984,0.9076963597418606,3
75,0.077894464814746,0.11000054511549524,3
76,0.09941398074118235,-0.18743010548373823,3
77,-0.1355418356828508,0.05796893891802879,3
78,0.38923422467931856,-0.5533873105000757,3
79,0.09020142636573994,-0.2308553717507585,3
80,-0.44701571344429974,0.46965172266788335,3
81,-0.05164327440815494,-0.029877142014609743,3
82,-0.21792157166405746,0.2863614312333171,3
83,-0.4288816869464326,0.5900754921304402,3
84,-0.3717007256830478,0.40253166047992206,3
85,-0.8491468896657247,0.655244527413543,3
86,-0.9371114560379228,0.8165742719879906,3
87,-1.3396449598834759,1.3388963232560067,3
88,-1.480352580291807,1.4607740990057663,3
89,-0.9338504147605472,0.681493758954676,3
90,-1.0979140593091503,1.0029554428852823,3
91,-1.280284341760027,1.2675731157120467,3
92,-1.2011499801414667,0.9208681775949916,3
93,0.6131778038224877,-1.1603116051840776,3
94,0.34222824937799157,-0.4091404819349131,3
95,0.26504668146693394,-0.5371138532083954,3
96,0.41016346652617375,-0.8625074231884601,3
97,0.37510665843891344,-0.6784623855909613,3
98,0.25079097460643907,-0.41629807327107393,3
99,-0.2870078008262123,0.2716288659920312,3
100,0.34071895942643343,-0.7128567373019982,3
101,-0.5500812690229857,0.37169796532019317,3
102,-0.47368061856022936,0.09596376127538452,3
103,-0.8464655584609957,0.2617051626216621,3
104,-0.2439099428358778,-0.5629903656768557,3
105,-1.0484284747623274,0.49823437935331455,3
106,-1.3653108843478656,1.00770110645233,3
107,-0.7719786935910391,0.1641718093482476,3
108,-0.5515052351179736,-0.03536181930653092,3
109,-1.1855670235730358,0.9204366947233744,3
110,-2.078304270905444,1.8959041506795227,3
111,1.9834096405350659,-2.425283864729163,4
112,2.7629304259728813,-3.6824649799132185,4
113,1.3373550475237805,-1.842116655365113,4
114,1.6365748013671018,-2.368592257363026,4
115,1.9593003264997964,-2.7409924983162877,4
116,1.669156818528251,-2.317114214458636,4
117,1.1423574249605912,-1.4758600401754292,4
118,1.87187110536093,-2.6103500153522496,4
119,1.063390815481969,-1.660567521849275,4
120,1.1718929935580378,-1.991393056152427,4
121,-0.6311271604061667,0.20707797742340753,4
122,-0.42776151924803124,-0.21116649865481008,4
123,-0.2699325593026191,-0.4680210162658182,4
124,-0.01148823438861777,-0.8518751777258807,4
125,0.5015718747615515,-1.4445891773645434,4
126,-0.15946192354483799,-0.5492646188227995,4
127,-0.25531861192720784,-0.5269795490962924,4
128,-0.11994179596064619,-0.5933675562528394,4
129,-0.23647715297602612,-0.6365010086235083,4
130,-0.19466038873909736,-0.7136765420516702,4
131,0.47140370366567674,-1.1981818497664998,4
132,0.763803896873695,-1.2396226725831692,4
133,0.5919948813964655,-1.0395630126813746,4
134,1.3164149070299884,-1.9820328341154434,4
