,PC1,PC2,PC3,PC4,Class Attruibute
0,3.2601414680466245,-2.0190525003728923,-0.5008326619253176,0.3763857338466868,1
1,2.522897139668785,-1.183668307620579,1.0488612085906346,0.23011919718688198,1
2,1.4172426446004154,-1.0476560127969397,1.41968760480942,-0.3038461164122957,1
3,0.17074520121121495,-1.3516702322867702,-0.220118584497522,-0.07066710162334236,1
4,-0.003488732829990671,-1.3377649357584558,-0.8564430361906955,0.497518180756867,1
5,0.30085095681004115,-1.1708749563745493,-1.1407793755625264,0.6488042661699605,1
6,0.7704312038166098,-0.9917159936584002,-0.648096843991499,0.8890649889614242,1
7,0.49267098934359665,-1.2045902442499712,-0.5591176535993687,0.22949254989200882,1
8,1.3154886477953782,-0.949042846938686,-1.0229612025883348,0.8435042896894124,1
9,-0.3921584332929016,-0.7166705601013377,-0.23056769543882133,0.47529606452771,1
10,-1.4165390336267905,-0.9344247629879269,-0.20622690234107435,0.13456281549909113,1
11,-1.416491596202815,-0.7239594051783175,-0.41630745027191873,-0.0834117138108886,1
12,-1.1548129677324166,-0.2845672194928764,-0.24644428579478347,0.34634794184840995,1
13,-1.6418598067558055,-0.4661548837411538,0.24206442311358126,0.39502704269277833,1
14,-1.7699690251138274,-0.5061719497183709,0.07355711402259515,0.32626086302412677,1
15,-1.740489399602169,-0.17529597811091913,0.04236130754685544,0.5819538633919014,1
16,-2.475978973925767,-0.5611273015584665,-0.7794807323114076,-0.44711884840071353,1
17,3.1611515282345897,-0.8746987501935422,0.7891276115237492,-1.239686237891514,1
18,2.3246091974408465,-0.6023135011531278,0.5489969936380049,-0.8177531448851194,1
19,1.621657374495467,-0.2799623952573526,0.8037390489630046,-0.4463735516051337,1
20,2.0744481071169414,-0.6012616333528514,-0.5883817485562448,-0.44762146858704843,1
21,1.4094877034728497,-0.7323002739171401,0.05375654629436841,0.17420426752820625,1
22,0.9413468006519053,-0.6450582895405815,0.04087604525991376,0.4753605346069944,1
23,0.7537650654592375,-0.8411726964120336,-0.47097291768378535,0.8292912839974258,1
24,-0.4581537522482251,-0.23247185133914333,-0.18464548865442337,1.7842845476887221,1
25,-0.6482647329122865,-0.5037091070513491,-0.9826023818840532,0.8672940756033957,1
26,-1.437275276552825,-0.6010186090313453,-0.8583181560458294,-0.4654751956012672,1
27,-1.6107232198259855,-0.30503995103880777,0.23296869980899015,-0.13952901793373335,1
28,-1.4830724069257144,-0.569855521700392,-0.07847092671791274,-0.4608599118460986,1
29,-1.4338393543950145,-0.3039165078959398,0.3246788939134603,-0.06824200421576909,1
30,-1.0819281219986063,-0.5396341177673312,-0.17586275483481437,-0.03626858980594653,1
31,-1.6964824651319883,-0.8266411853610688,-0.28923385619603426,-0.747603952523628,1
32,-2.515047679960434,-0.693445813357112,-0.26070274033657287,-0.7946684189255865,1
33,3.1571459428097177,-0.7632653731029287,-0.31213979506595124,-1.098567097138406,2
34,1.9312899873643508,-0.14583641662957408,0.24620791013991808,-0.5470957254892593,2
35,1.816728830362652,0.38260883374852545,-0.4175267239239586,0.2286278189412542,2
36,0.3726922522660009,0.25164118059466023,-1.2207353193545665,-0.3463374466388372,2
37,0.7805056495111808,-0.2847197544505163,-1.4648860409256426,-0.7692763614300369,2
38,0.5135066943547489,-0.16075954065565135,-1.0532816349525809,-1.1702879924493677,2
39,0.4776069443443886,0.14673736120626407,-0.20418518551330106,-0.535319155112012,2
40,0.27041094418155315,-0.051971132210157235,-0.7763450584943807,-0.7292023743813477,2
41,0.33718969734900583,-0.030661608918543463,-1.053592669656168,-0.679245777789995,2
42,-1.2761036583078256,0.46566572111587023,-0.05166676698982111,-0.7770858542210403,2
43,-2.0131319521226665,0.3015877372886023,-0.42203631033847366,-1.2197489268570005,2
44,-1.661067150592447,0.32676604160927303,-0.4181842123956138,-0.9924604340620569,2
45,-1.457641244609683,0.5408298660842762,-0.46666456693788744,-0.7156634943077147,2
46,-1.5328842853693228,0.6267547438392329,-0.6029184724497831,-0.895996820707229,2
47,-1.4628221721281751,0.6889466669707268,-0.25412822435072785,-0.4077365834597495,2
48,2.704083803509586,-1.7259721814146514,-0.880360595261249,0.5022330028735924,2
49,0.679592023401718,-1.1298974702981956,0.9509622571989357,0.5684403011139623,2
50,0.8549433811670051,-1.038672462113807,0.06305273014751799,0.32514383520822066,2
51,0.07977491835231967,-0.8832477635614894,1.314918755990749,0.7763034186418896,2
52,-0.011807228126910476,-1.0610826015442827,0.7869961374056654,0.3440565693930944,2
53,0.12564481789333684,-1.0921516367747968,0.8470189324834723,0.766689525142583,2
54,0.1744953684896668,-1.245529735256685,0.41158470463976066,0.505432844143078,2
55,0.4059089551755378,-1.382902054064205,-0.4117815717519382,-0.03785471719132675,2
56,-0.39297212219156363,-0.7738445549967031,1.0445087615253676,0.7467149256522476,2
57,-0.5787759410504216,-0.7049160434773154,0.37317046623830613,0.20877365970717576,2
58,-0.7749827936742384,-0.5147205774449064,0.20378767901484285,0.12363567725537565,2
59,-1.6884291182514948,-0.8389595770189547,0.6198670390871353,-0.438244659786078,2
60,-2.53445849910587,-0.7936244023809196,1.5366982470470547,-0.5031613950406428,2
61,-1.970874256734463,-0.5800915745861099,1.2750676905372575,-0.029137265115939625,2
62,-1.7752998940339915,-0.15908150333043072,1.3164343465504524,0.23792848245198034,2
63,-2.026157703303395,-0.4501279429153833,1.1271403670792406,-0.17390927745501486,2
64,-2.2096057336357195,-0.30435645288580854,1.1605993693981227,-0.09292334688263781,2
65,4.228339940643058,1.5311949522645345,1.832531819225035,-0.8134394445285914,2
66,3.283231639357166,2.0286677069033376,0.7957124310002991,-0.5913252219336868,2
67,2.1060471033752477,1.5552994251970667,0.6794329220228494,-0.6177615768929754,2
