,PC1,PC2,PC3,Class Attruibute
0,-0.5262575348495993,5.566278267010155,0.38935787350523415,1
1,1.0166870517025919,3.3520358775735164,0.8945097718840908,1
2,1.0582803946438897,1.8447604651035516,0.6675994936286109,1
3,-0.17301185146482437,1.540431395607048,-0.8507602525786585,1
4,-0.2806663622277351,1.219715172426516,-1.4019100999688676,1
5,-0.287586590923677,1.4513614164334208,-1.4497906167284513,1
6,0.2653283511477599,1.5362944652119963,-1.0529588867255746,1
7,-0.02652744586921002,1.5454729767310615,-0.8344141831732939,1
8,0.6408212017555588,1.2665419391752186,-1.0973768754348454,1
9,-0.6751323087095988,0.5905515264001279,-0.5981948325549197,1
10,-1.557377073546722,-0.0629026498572414,-0.7740389680462336,1
11,-1.8376571705324873,-0.7738965678972022,-0.8783232357049433,1
12,-2.016995297701812,-0.34594119492433867,-0.1386145546111471,1
13,-2.306482229895368,-0.6840391361412894,-0.10487269239748095,1
14,-2.4306170732098646,-0.801706919832609,-0.19198424572984593,1
15,-2.1541591393682165,-0.8995744903137748,-0.13193549943387975,1
16,-3.7265236467913283,-1.0633013111932543,-0.708045875084846,1
17,2.386056939582495,2.3775965968167276,1.130918465779431,1
18,1.8442723221283535,1.2292092346309076,0.7145305126531879,1
19,1.6658203790758452,1.0151996480718761,0.729203128909254,1
20,1.4032284783942626,2.2655135077715185,-0.2110402759254359,1
21,0.5703270621060271,2.1293402858886767,0.1787895223623281,1
22,0.2903658594673921,1.3710070196849524,0.33561791164315785,1
23,-0.43369567819347554,1.9149808004001012,0.05962700480874905,1
24,-1.1400939208075425,0.9589587878914423,0.147142299149157,1
25,-1.6843369700255237,0.5962792986816522,-0.59344266270998,1
26,-2.877574369621623,0.012485168363856769,-0.33194623891626607,1
27,-2.6475800045574114,-0.19207997466521964,0.5838333477798694,1
28,-2.8504989284027324,0.016629268054439206,0.24452485248976916,1
29,-2.8503309839175524,0.013504472221719743,0.7053146416116532,1
30,-2.7585578429263746,0.13215087141985676,0.24613496366467527,1
31,-3.0903145952347315,-0.09104033898126807,-0.0387492032099776,1
32,-5.0109694642579115,-0.03445873813874212,0.26457419797805737,1
33,1.8147077587708014,3.7986419603078816,-0.10859413005478086,2
34,2.218775283348102,1.9922426176044667,0.09113318128118383,2
35,2.5246333674801167,0.7327632992614499,-0.29385393321132897,2
36,1.473248123902629,-0.19399516849671497,-1.2044821143298807,2
37,1.7243448956710679,0.4499786807621814,-1.6757932648476257,2
38,2.0745899243564394,-0.3488139499930127,-1.3308065686626236,2
39,2.0618022463895773,-0.6355645998540068,-0.7796642393008588,2
40,1.4324388547154652,0.17149306477222098,-1.0224237658186648,2
41,1.62616802908891,-0.23963276439383255,-1.4564911597019385,2
42,0.04404024114491683,-1.5217744903226238,-0.33872332666028215,2
43,-1.416963047928856,-1.6020362180857943,-0.6425071315116365,2
44,-1.2623613517748753,-1.631269136644856,-0.6145259901776818,2
45,-1.0582676081191031,-1.7320532939266278,-0.5640179528288914,2
46,-1.241596323393426,-1.5928206304827484,-0.3930683604827637,2
47,-1.230943950799619,-1.4803751103708518,-0.28290619597383226,2
48,0.25685893732664955,4.086298597439345,-0.5000179145378381,2
49,-0.15067655368981536,2.0394652359747605,0.8283692347800601,2
50,0.44667137424372183,1.5757933207222292,-0.2867818496004514,2
51,-0.3488661846110447,1.109864094805966,0.905282039035961,2
52,0.09743868667636163,1.1773872305659403,0.08998126015249737,2
53,-0.3531379310422501,1.182008466292313,0.6840880008565735,2
54,-0.5141884034338596,1.6522413387068555,0.24575245819862956,2
55,-0.51045187164451,1.8017824463074876,-0.4579775059942479,2
56,-0.9316372696455875,0.5944911961789671,0.8257800932895716,2
57,-1.5299640361489315,0.2939413814039176,0.19705518308324843,2
58,-2.2126051544146446,-0.16820191727403153,0.4112136504554801,2
59,-2.534861349791112,-0.7124004004730071,0.2581491210062846,2
60,-3.243068384688275,-0.8929680676198104,0.8905948515020993,2
61,-2.724319783477034,-0.7548788067603108,0.9570701930073902,2
62,-2.8847105972811407,-0.7676275103326432,1.2738638188886517,2
63,-2.8310473639660776,-0.682861439086042,0.7646768617343214,2
64,-3.676232057273352,-0.9896158363251563,1.137126794373042,2
65,4.696735967437089,1.6293140005951001,2.9368908943496246,2
66,6.0368208461255275,-0.9324379939283439,0.6726520434463157,2
67,3.9031450169003223,-0.48147227289929806,1.0451170879022742,2
68,3.3352848359882152,-1.8226267717243934,0.2536721322269988,2
69,3.233759328530106,-1.7636322936532574,-0.40018947923394,2
70,2.6740125905145073,-1.4182818483430453,0.011342359193384666,2
71,3.6766146407308558,-1.468565607423444,-0.3174893289463092,2
72,3.1644334854528764,-1.2818494359555248,-0.2731312847328552,2
73,3.959184055608989,-1.4648633088441134,-0.2544942715147862,2
74,2.963067180882305,-2.2499232678924295,-0.32190127165869825,2
75,2.3857568259407764,-2.753788289204246,0.07204394703815822,2
76,1.2385816500861038,-3.0027897753362005,0.0003064309725920311,2
77,1.4133284894974774,-3.4077187364540484,0.7847724282301606,2
78,0.7248502672906599,-3.0551718594709696,0.6389403106173558,2
79,0.9654998173054706,-3.4370271643383843,0.7544791242511734,2
80,0.17724465197979794,-3.4008040159042494,0.7829698876654821,2
81,0.4716162558291195,-2.909196322808439,0.0751921868982112,2
82,0.042004036939701284,-2.4880257667040246,0.02804667643260883,2
